batter,bowler,runs,balls,dismissals,strike_rate,average
CH Morris,T Natarajan,1,2,2,50.0,0.5
CH Morris,TA Boult,4,2,2,200.0,2.0
CH Morris,TK Curran,17,7,7,242.85714285714283,2.4285714285714284
CH Morris,UT Yadav,2,5,5,40.0,0.4
CH Morris,VR Aaron,5,2,3,250.0,1.6666666666666667
CH Morris,YS Chahal,8,6,7,133.33333333333331,1.1428571428571428
CJ Anderson,A Nehra,4,7,8,57.14285714285714,0.5
CJ Anderson,A Zampa,3,4,5,75.0,0.6
CJ Anderson,AB Dinda,2,2,2,100.0,1.0
CJ Anderson,AD Russell,10,10,10,100.0,1.0
CJ Anderson,AR Patel,48,23,24,208.69565217391303,2.0
CJ Anderson,B Kumar,14,11,12,127.27272727272727,1.1666666666666667
CJ Anderson,BA Stokes,1,3,3,33.33333333333333,0.3333333333333333
CJ Anderson,BW Hilfenhaus,4,3,3,133.33333333333331,1.3333333333333333
CJ Anderson,Basil Thampi,16,9,10,177.77777777777777,1.6
CJ Anderson,CH Morris,19,14,14,135.71428571428572,1.3571428571428572
CJ Anderson,DJ Bravo,0,5,5,0.0,0.0
CJ Anderson,DJ Hooda,1,3,3,33.33333333333333,0.3333333333333333
CJ Anderson,DS Kulkarni,16,9,10,177.77777777777777,1.6
CJ Anderson,DW Steyn,0,4,4,0.0,0.0
CJ Anderson,GJ Maxwell,9,19,19,47.368421052631575,0.47368421052631576
CJ Anderson,HV Patel,2,3,3,66.66666666666666,0.6666666666666666
CJ Anderson,Harbhajan Singh,5,2,2,250.0,2.5
CJ Anderson,IC Pandey,19,10,11,190.0,1.7272727272727273
CJ Anderson,Imran Tahir,3,4,5,75.0,0.6
CJ Anderson,JD Unadkat,1,3,3,33.33333333333333,0.3333333333333333
CJ Anderson,JJ Bumrah,1,1,1,100.0,1.0
CJ Anderson,JP Duminy,7,8,8,87.5,0.875
CJ Anderson,JP Faulkner,34,18,19,188.88888888888889,1.7894736842105263
CJ Anderson,KC Cariappa,1,2,2,50.0,0.5
CJ Anderson,KH Pandya,0,1,1,0.0,0.0
CJ Anderson,KK Cooper,24,15,15,160.0,1.6
CJ Anderson,Kuldeep Yadav,2,3,3,66.66666666666666,0.6666666666666666
CJ Anderson,L Balaji,2,3,3,66.66666666666666,0.6666666666666666
CJ Anderson,M Morkel,6,12,12,50.0,0.5
CJ Anderson,MA Starc,1,2,2,50.0,0.5
CJ Anderson,MC Henriques,4,1,1,400.0,4.0
CJ Anderson,MG Johnson,3,10,10,30.0,0.3
CJ Anderson,MJ McClenaghan,0,3,4,0.0,0.0
CJ Anderson,MM Sharma,2,5,5,40.0,0.4
CJ Anderson,Mohammed Shami,5,3,3,166.66666666666669,1.6666666666666667
CJ Anderson,Mohammed Siraj,8,5,5,160.0,1.6
CJ Anderson,NM Coulter-Nile,0,1,1,0.0,0.0
CJ Anderson,PJ Sangwan,1,4,4,25.0,0.25
CJ Anderson,PP Chawla,24,15,15,160.0,1.6
CJ Anderson,PV Tambe,28,14,15,200.0,1.8666666666666667
CJ Anderson,R Ashwin,11,12,12,91.66666666666666,0.9166666666666666
CJ Anderson,R Dhawan,8,9,9,88.88888888888889,0.8888888888888888
CJ Anderson,R Tewatia,5,6,6,83.33333333333334,0.8333333333333334
CJ Anderson,RA Jadeja,14,8,8,175.0,1.75
CJ Anderson,Rashid Khan,2,3,3,66.66666666666666,0.6666666666666666
CJ Anderson,S Kaul,12,6,6,200.0,2.0
CJ Anderson,SK Raina,29,15,15,193.33333333333334,1.9333333333333333
CJ Anderson,SL Malinga,4,5,5,80.0,0.8
CJ Anderson,SP Narine,9,14,14,64.28571428571429,0.6428571428571429
CJ Anderson,SR Watson,18,12,12,150.0,1.5
CJ Anderson,STR Binny,4,3,3,133.33333333333331,1.3333333333333333
CJ Anderson,Sandeep Sharma,21,10,10,210.0,2.1
CJ Anderson,Shakib Al Hasan,23,9,9,255.55555555555554,2.5555555555555554
CJ Anderson,TA Boult,7,4,4,175.0,1.75
CJ Anderson,TG Southee,11,4,4,275.0,2.75
CJ Anderson,TM Head,0,1,1,0.0,0.0
CJ Anderson,UT Yadav,3,2,2,150.0,1.5
CJ Anderson,VR Aaron,12,10,11,120.0,1.0909090909090908
CJ Anderson,Washington Sundar,0,1,1,0.0,0.0
CJ Anderson,YS Chahal,11,10,10,110.00000000000001,1.1
CJ Anderson,Yuvraj Singh,4,5,6,80.0,0.6666666666666666
CJ Ferguson,A Chandila,9,11,11,81.81818181818183,0.8181818181818182
CJ Ferguson,A Mishra,4,6,6,66.66666666666666,0.6666666666666666
CJ Ferguson,AD Mascarenhas,3,3,3,100.0,1.0
CJ Ferguson,B Lee,0,2,2,0.0,0.0
CJ Ferguson,BA Bhatt,1,2,3,50.0,0.3333333333333333
CJ Ferguson,DT Christian,12,4,5,300.0,2.4
CJ Ferguson,DW Steyn,2,2,2,100.0,1.0
CJ Ferguson,Harmeet Singh,0,3,3,0.0,0.0
CJ Ferguson,I Sharma,7,5,5,140.0,1.4
CJ Ferguson,Iqbal Abdulla,2,7,7,28.57142857142857,0.2857142857142857
CJ Ferguson,J Botha,1,3,3,33.33333333333333,0.3333333333333333
CJ Ferguson,JH Kallis,5,4,4,125.0,1.25
CJ Ferguson,JP Duminy,0,1,1,0.0,0.0
CJ Ferguson,KA Pollard,4,3,3,133.33333333333331,1.3333333333333333
CJ Ferguson,MM Patel,1,2,2,50.0,0.5
CJ Ferguson,P Kumar,1,4,4,25.0,0.25
CJ Ferguson,PC Valthaty,2,4,4,50.0,0.5
CJ Ferguson,PP Ojha,8,11,11,72.72727272727273,0.7272727272727273
CJ Ferguson,R Bhatia,5,9,9,55.55555555555556,0.5555555555555556
CJ Ferguson,RJ Harris,1,2,2,50.0,0.5
CJ Ferguson,SJ Srivastava,1,2,2,50.0,0.5
CJ Ferguson,SK Trivedi,2,3,3,66.66666666666666,0.6666666666666666
CJ Ferguson,SP Narine,3,2,2,150.0,1.5
CJ Ferguson,SR Watson,1,2,2,50.0,0.5
CJ Ferguson,SW Tait,10,7,7,142.85714285714286,1.4285714285714286
CJ Ferguson,Shakib Al Hasan,5,8,8,62.5,0.625
CJ Ferguson,YK Pathan,8,5,5,160.0,1.6
CJ Jordan,A Nortje,1,1,1,100.0,1.0
CJ Jordan,Avesh Khan,1,1,1,100.0,1.0
CJ Jordan,B Kumar,7,4,5,175.0,1.4
CJ Jordan,CV Varun,4,6,6,66.66666666666666,0.6666666666666666
CJ Jordan,JJ Bumrah,1,2,2,50.0,0.5
CJ Jordan,JO Holder,2,2,3,100.0,0.6666666666666666
CJ Jordan,K Rabada,5,5,5,100.0,1.0
CJ Jordan,KK Ahmed,2,2,2,100.0,1.0
CJ Jordan,L Ngidi,1,2,2,50.0,0.5
CJ Jordan,LS Livingstone,2,1,1,200.0,2.0
CJ Jordan,M Prasidh Krishna,13,5,5,260.0,2.6
CJ Jordan,MM Sharma,0,3,3,0.0,0.0
CJ Jordan,MP Stoinis,0,1,1,0.0,0.0
CJ Jordan,Mohsin Khan,2,5,5,40.0,0.4
CJ Jordan,Mustafizur Rahman,2,3,3,66.66666666666666,0.6666666666666666
CJ Jordan,NM Coulter-Nile,6,4,4,150.0,1.5
CJ Jordan,Naveen-ul-Haq,2,2,2,100.0,1.0
CJ Jordan,PJ Cummins,11,4,4,275.0,2.75
CJ Jordan,RD Chahar,3,4,4,75.0,0.75
CJ Jordan,Rashid Khan,2,7,8,28.57142857142857,0.25
CJ Jordan,SN Thakur,3,3,3,100.0,1.0
CJ Jordan,SP Narine,2,3,3,66.66666666666666,0.6666666666666666
CJ Jordan,T Natarajan,3,4,5,75.0,0.6
CJ Jordan,TA Boult,6,3,3,200.0,2.0
CJ McKay,AB Agarkar,2,2,2,100.0,1.0
CJ McKay,IK Pathan,4,7,7,57.14285714285714,0.5714285714285714
CJ McKay,S Nadeem,1,2,2,50.0,0.5
CJ McKay,UT Yadav,1,4,4,25.0,0.25
CK Kapugedera,DS Kulkarni,0,2,2,0.0,0.0
CK Kapugedera,GD McGrath,5,4,4,125.0,1.25
CK Kapugedera,Mohammad Asif,3,4,4,75.0,0.75
CK Kapugedera,SR Watson,5,8,9,62.5,0.5555555555555556
CK Kapugedera,Sohail Tanvir,3,4,4,75.0,0.75
CK Kapugedera,VY Mahesh,0,1,1,0.0,0.0
CK Langeveldt,AB McDonald,0,1,1,0.0,0.0
CK Langeveldt,PP Chawla,1,4,4,25.0,0.25
CK Langeveldt,RJ Harris,6,2,2,300.0,3.0
CK Langeveldt,SJ Srivastava,1,2,2,50.0,0.5
CL White,A Chandila,1,3,3,33.33333333333333,0.3333333333333333
CL White,A Mishra,1,6,6,16.666666666666664,0.16666666666666666
CL White,A Mithun,15,5,5,300.0,3.0
CL White,A Nehra,15,15,15,100.0,1.0
CL White,AB Agarkar,3,6,6,50.0,0.5
CL White,AB Dinda,9,7,7,128.57142857142858,1.2857142857142858
CL White,AC Thomas,10,7,7,142.85714285714286,1.4285714285714286
CL White,AD Mascarenhas,3,7,7,42.857142857142854,0.42857142857142855
CL White,AD Russell,13,8,8,162.5,1.625
CL White,AN Ahmed,1,4,4,25.0,0.25
CL White,Azhar Mahmood,24,22,23,109.09090909090908,1.0434782608695652
CL White,B Kumar,32,23,23,139.1304347826087,1.391304347826087
CL White,B Lee,6,4,4,150.0,1.5
CL White,BA Bhatt,4,3,3,133.33333333333331,1.3333333333333333
CL White,BW Hilfenhaus,3,3,3,100.0,1.0
CL White,CH Gayle,1,2,2,50.0,0.5
CL White,CRD Fernando,0,4,4,0.0,0.0
CL White,DB Ravi Teja,10,7,7,142.85714285714286,1.4285714285714286
CL White,DE Bollinger,4,6,6,66.66666666666666,0.6666666666666666
CL White,DJ Bravo,26,14,15,185.71428571428572,1.7333333333333334
CL White,DJ Hussey,0,1,1,0.0,0.0
CL White,DP Vijaykumar,12,4,4,300.0,3.0
CL White,DR Smith,8,8,8,100.0,1.0
CL White,DS Kulkarni,34,13,14,261.53846153846155,2.4285714285714284
CL White,Harbhajan Singh,8,4,4,200.0,2.0
CL White,Harmeet Singh,5,3,3,166.66666666666669,1.6666666666666667
CL White,I Sharma,2,2,2,100.0,1.0
CL White,IK Pathan,22,10,10,220.00000000000003,2.2
CL White,Iqbal Abdulla,6,6,6,100.0,1.0
CL White,J Syed Mohammad,11,5,5,220.00000000000003,2.2
CL White,JA Morkel,17,22,22,77.27272727272727,0.7727272727272727
CL White,JD Unadkat,12,10,11,120.0,1.0909090909090908
CL White,JH Kallis,1,6,6,16.666666666666664,0.16666666666666666
CL White,JO Holder,2,1,1,200.0,2.0
CL White,JP Faulkner,1,2,2,50.0,0.5
CL White,JR Hopes,12,6,6,200.0,2.0
CL White,KA Pollard,6,4,5,150.0,1.2
CL White,KK Cooper,5,5,5,100.0,1.0
CL White,L Balaji,6,6,6,100.0,1.0
CL White,LPC Silva,2,2,2,100.0,1.0
CL White,LR Shukla,13,4,4,325.0,3.25
CL White,M Kartik,17,12,12,141.66666666666669,1.4166666666666667
CL White,M Morkel,14,13,14,107.6923076923077,1.0
CL White,M Muralitharan,18,18,18,100.0,1.0
CL White,MC Henriques,11,8,9,137.5,1.2222222222222223
CL White,MF Maharoof,4,7,7,57.14285714285714,0.5714285714285714
CL White,MG Johnson,11,5,5,220.00000000000003,2.2
CL White,MM Patel,10,12,12,83.33333333333334,0.8333333333333334
CL White,MM Sharma,0,2,2,0.0,0.0
CL White,MN Samuels,17,14,14,121.42857142857142,1.2142857142857142
CL White,MS Gony,5,6,6,83.33333333333334,0.8333333333333334
CL White,NLTC Perera,9,10,10,90.0,0.9
CL White,P Awana,5,5,5,100.0,1.0
CL White,P Kumar,11,6,6,183.33333333333331,1.8333333333333333
CL White,P Parameswaran,4,6,7,66.66666666666666,0.5714285714285714
CL White,PP Chawla,24,23,23,104.34782608695652,1.0434782608695652
CL White,PP Ojha,17,13,13,130.76923076923077,1.3076923076923077
CL White,R Ashwin,19,20,21,95.0,0.9047619047619048
CL White,R Bhatia,34,19,19,178.94736842105263,1.7894736842105263
CL White,R McLaren,3,3,3,100.0,1.0
CL White,R Sharma,39,23,23,169.56521739130434,1.6956521739130435
CL White,R Vinay Kumar,39,22,23,177.27272727272728,1.6956521739130435
CL White,RA Jadeja,31,16,16,193.75,1.9375
CL White,RJ Harris,42,22,22,190.9090909090909,1.9090909090909092
CL White,RP Singh,4,7,7,57.14285714285714,0.5714285714285714
CL White,RR Powar,1,1,1,100.0,1.0
CL White,RV Gomez,2,4,4,50.0,0.5
CL White,S Nadeem,27,26,26,103.84615384615385,1.0384615384615385
CL White,S Sreesanth,5,9,9,55.55555555555556,0.5555555555555556
CL White,SB Bangar,1,1,1,100.0,1.0
CL White,SB Jakati,17,9,9,188.88888888888889,1.8888888888888888
CL White,SC Ganguly,32,17,17,188.23529411764704,1.8823529411764706
CL White,SK Raina,10,7,7,142.85714285714286,1.4285714285714286
CL White,SK Trivedi,8,11,11,72.72727272727273,0.7272727272727273
CL White,SL Malinga,16,15,17,106.66666666666667,0.9411764705882353
CL White,SMSM Senanayake,7,8,8,87.5,0.875
CL White,SP Narine,3,7,7,42.857142857142854,0.42857142857142855
CL White,SR Watson,12,9,9,133.33333333333331,1.3333333333333333
CL White,Sandeep Sharma,5,5,5,100.0,1.0
CL White,Sohail Tanvir,1,6,7,16.666666666666664,0.14285714285714285
CL White,T Thushara,11,3,3,366.66666666666663,3.6666666666666665
CL White,Umar Gul,12,5,5,240.0,2.4
CL White,VR Aaron,6,6,6,100.0,1.0
CL White,VRV Singh,5,6,6,83.33333333333334,0.8333333333333334
CL White,VS Malik,7,6,6,116.66666666666667,1.1666666666666667
CL White,WD Parnell,5,3,3,166.66666666666669,1.6666666666666667
CL White,WPUJC Vaas,4,5,5,80.0,0.8
CL White,YK Pathan,2,4,4,50.0,0.5
CL White,Yuvraj Singh,8,11,12,72.72727272727273,0.6666666666666666
CL White,Z Khan,10,4,4,250.0,2.5
CM Gautam,A Nehra,2,3,3,66.66666666666666,0.6666666666666666
CM Gautam,AB Dinda,14,11,14,127.27272727272727,1.0
CM Gautam,AD Mathews,1,3,3,33.33333333333333,0.3333333333333333
CM Gautam,AG Murtaza,4,4,4,100.0,1.0
CM Gautam,AR Patel,8,7,7,114.28571428571428,1.1428571428571428
CM Gautam,Azhar Mahmood,1,1,1,100.0,1.0
CM Gautam,B Kumar,13,9,10,144.44444444444443,1.3
CM Gautam,BW Hilfenhaus,6,3,3,200.0,2.0
CM Gautam,DW Steyn,1,1,1,100.0,1.0
CM Gautam,HV Patel,10,7,7,142.85714285714286,1.4285714285714286
CM Gautam,IK Pathan,0,3,3,0.0,0.0
CM Gautam,JD Unadkat,9,6,6,150.0,1.5
CM Gautam,JP Faulkner,2,2,2,100.0,1.0
CM Gautam,L Balaji,3,3,3,100.0,1.0
CM Gautam,M Morkel,0,4,5,0.0,0.0
CM Gautam,MA Starc,5,4,4,125.0,1.25
CM Gautam,MG Johnson,2,2,2,100.0,1.0
CM Gautam,MM Sharma,3,3,3,100.0,1.0
CM Gautam,Mohammed Shami,5,5,5,100.0,1.0
CM Gautam,P Kumar,6,3,3,200.0,2.0
CM Gautam,PP Chawla,4,5,5,80.0,0.8
CM Gautam,R Dhawan,3,6,6,50.0,0.5
CM Gautam,S Badree,9,8,8,112.5,1.125
CM Gautam,S Nadeem,4,3,3,133.33333333333331,1.3333333333333333
CM Gautam,SP Narine,4,3,3,133.33333333333331,1.3333333333333333
CM Gautam,SR Watson,0,1,1,0.0,0.0
CM Gautam,Sandeep Sharma,21,14,15,150.0,1.4
CM Gautam,UT Yadav,8,5,5,160.0,1.6
CM Gautam,VR Aaron,6,9,10,66.66666666666666,0.6
CM Gautam,WD Parnell,10,7,8,142.85714285714286,1.25
CM Gautam,YS Chahal,1,3,3,33.33333333333333,0.3333333333333333
CM Gautam,Yuvraj Singh,4,2,2,200.0,2.0
CR Brathwaite,AD Russell,6,3,3,200.0,2.0
CR Brathwaite,B Kumar,9,4,5,225.0,1.8
CR Brathwaite,BB Sran,1,1,1,100.0,1.0
CR Brathwaite,Basil Thampi,1,1,2,100.0,0.5
CR Brathwaite,CH Gayle,1,2,2,50.0,0.5
CR Brathwaite,CH Morris,4,4,4,100.0,1.0
CR Brathwaite,DJ Bravo,12,8,10,150.0,1.2
CR Brathwaite,DS Kulkarni,1,3,3,33.33333333333333,0.3333333333333333
CR Brathwaite,GB Hogg,9,3,3,300.0,3.0
CR Brathwaite,JD Unadkat,4,2,2,200.0,2.0
CR Brathwaite,K Rabada,2,2,2,100.0,1.0
CR Brathwaite,KMA Paul,0,1,1,0.0,0.0
CR Brathwaite,L Ngidi,11,11,11,100.0,1.0
CR Brathwaite,M Ashwin,13,4,4,325.0,3.25
CR Brathwaite,M Prasidh Krishna,10,6,7,166.66666666666669,1.4285714285714286
CR Brathwaite,MP Stoinis,2,2,2,100.0,1.0
CR Brathwaite,Mustafizur Rahman,0,2,2,0.0,0.0
CR Brathwaite,O Thomas,1,1,1,100.0,1.0
CR Brathwaite,PP Chawla,6,4,5,150.0,1.2
CR Brathwaite,R Bhatia,1,1,1,100.0,1.0
CR Brathwaite,RA Jadeja,10,11,11,90.9090909090909,0.9090909090909091
CR Brathwaite,SM Boland,6,3,3,200.0,2.0
CR Brathwaite,SN Thakur,40,16,19,250.0,2.1052631578947367
CR Brathwaite,SP Narine,1,1,1,100.0,1.0
CR Brathwaite,SR Watson,1,3,3,33.33333333333333,0.3333333333333333
CR Brathwaite,Sandeep Sharma,10,4,4,250.0,2.5
CR Brathwaite,UT Yadav,19,6,6,316.66666666666663,3.1666666666666665
CR Brathwaite,YS Chahal,0,2,2,0.0,0.0
CR Woakes,A Mishra,0,2,2,0.0,0.0
CR Woakes,AJ Tye,1,2,2,50.0,0.5
CR Woakes,B Kumar,1,1,1,100.0,1.0
CR Woakes,BA Stokes,0,1,1,0.0,0.0
CR Woakes,C Sakariya,8,5,5,160.0,1.6
CR Woakes,CH Morris,2,2,2,100.0,1.0
CR Woakes,DT Christian,1,1,1,100.0,1.0
CR Woakes,HH Pandya,2,4,4,50.0,0.5
CR Woakes,JD Unadkat,0,2,2,0.0,0.0
CR Woakes,JJ Bumrah,6,6,6,100.0,1.0
CR Woakes,M Markande,1,1,1,100.0,1.0
CR Woakes,MG Johnson,5,4,4,125.0,1.25
CR Woakes,MJ McClenaghan,1,1,1,100.0,1.0
CR Woakes,MM Sharma,7,3,3,233.33333333333334,2.3333333333333335
CR Woakes,Mustafizur Rahman,12,5,5,240.0,2.4
CR Woakes,P Negi,10,11,11,90.9090909090909,0.9090909090909091
CR Woakes,PJ Cummins,1,1,1,100.0,1.0
CR Woakes,R Tewatia,2,4,4,50.0,0.5
CR Woakes,R Vinay Kumar,0,1,1,0.0,0.0
CR Woakes,S Aravind,2,2,2,100.0,1.0
CR Woakes,S Kaul,6,3,3,200.0,2.0
CR Woakes,SL Malinga,3,4,4,75.0,0.75
CR Woakes,Sandeep Sharma,1,3,3,33.33333333333333,0.3333333333333333
CR Woakes,TS Mills,4,3,3,133.33333333333331,1.3333333333333333
CR Woakes,YS Chahal,2,5,5,40.0,0.4
CRD Fernando,DE Bollinger,2,2,2,100.0,1.0
CRD Fernando,VRV Singh,2,1,1,200.0,2.0
CV Varun,A Nortje,0,2,3,0.0,0.0
CV Varun,CH Morris,2,2,2,100.0,1.0
CV Varun,CJ Jordan,1,3,3,33.33333333333333,0.3333333333333333
CV Varun,DJ Bravo,1,1,1,100.0,1.0
CV Varun,HV Patel,11,13,13,84.61538461538461,0.8461538461538461
CV Varun,I Udana,2,3,3,66.66666666666666,0.6666666666666666
CV Varun,JD Unadkat,0,1,1,0.0,0.0
CV Varun,Kuldeep Yadav,1,3,3,33.33333333333333,0.3333333333333333
CV Varun,L Ngidi,0,1,1,0.0,0.0
CV Varun,M Theekshana,0,3,3,0.0,0.0
CV Varun,MA Starc,1,1,1,100.0,1.0
CV Varun,Mohammed Shami,1,1,1,100.0,1.0
CV Varun,Mohammed Siraj,1,3,3,33.33333333333333,0.3333333333333333
CV Varun,Mukesh Kumar,0,1,2,0.0,0.0
CV Varun,Navdeep Saini,3,5,6,60.0,0.5
CV Varun,OC McCoy,1,1,1,100.0,1.0
CV Varun,PWH de Silva,0,3,3,0.0,0.0
CV Varun,SN Thakur,1,1,1,100.0,1.0
D Brevis,A Nortje,1,3,3,33.33333333333333,0.3333333333333333
D Brevis,AR Patel,12,10,10,120.0,1.2
D Brevis,AS Roy,1,3,5,33.33333333333333,0.2
D Brevis,Akash Deep,6,5,5,120.0,1.2
D Brevis,Akash Madhwal,4,5,5,80.0,0.8
D Brevis,Arshad Khan,8,8,9,100.0,0.8888888888888888
D Brevis,Arshdeep Singh,8,5,5,160.0,1.6
D Brevis,Avesh Khan,12,6,6,200.0,2.0
D Brevis,Azmatullah Omarzai,14,12,14,116.66666666666667,1.0
D Brevis,CV Varun,22,22,22,100.0,1.0
D Brevis,G Coetzee,12,4,4,300.0,3.0
D Brevis,HV Patel,7,7,7,100.0,1.0
D Brevis,Harpreet Brar,1,3,3,33.33333333333333,0.3333333333333333
D Brevis,K Rabada,0,2,2,0.0,0.0
D Brevis,KH Pandya,7,5,5,140.0,1.4
D Brevis,KT Maphaka,8,4,6,200.0,1.3333333333333333
D Brevis,Kartik Tyagi,3,6,7,50.0,0.42857142857142855
D Brevis,Kuldeep Yadav,22,16,16,137.5,1.375
D Brevis,L Ngidi,0,1,1,0.0,0.0
D Brevis,LS Livingstone,1,2,2,50.0,0.5
D Brevis,M Jansen,6,3,3,200.0,2.0
D Brevis,M Prasidh Krishna,8,6,6,133.33333333333331,1.3333333333333333
D Brevis,M Shahrukh Khan,5,2,2,250.0,2.5
D Brevis,MJ Henry,0,1,1,0.0,0.0
D Brevis,MJ Santner,3,3,3,100.0,1.0
D Brevis,MM Sharma,11,8,8,137.5,1.375
D Brevis,MR Marsh,1,2,2,50.0,0.5
D Brevis,Mohammed Shami,3,4,4,75.0,0.75
D Brevis,Mohammed Siraj,17,4,4,425.0,4.25
D Brevis,Mohsin Khan,0,3,3,0.0,0.0
D Brevis,Mukesh Choudhary,1,4,4,25.0,0.25
D Brevis,Naveen-ul-Haq,11,6,6,183.33333333333331,1.8333333333333333
D Brevis,OF Smith,11,6,6,183.33333333333331,1.8333333333333333
D Brevis,PHKD Mendis,22,10,10,220.00000000000003,2.2
D Brevis,PJ Cummins,9,5,5,180.0,1.8
D Brevis,PVD Chameera,14,4,5,350.0,2.8
D Brevis,PWH de Silva,6,8,8,75.0,0.75
D Brevis,R Parag,11,4,4,275.0,2.75
D Brevis,R Sai Kishore,13,14,14,92.85714285714286,0.9285714285714286
D Brevis,RD Chahar,28,5,5,560.0,5.6
D Brevis,Rashid Khan,18,13,13,138.46153846153845,1.3846153846153846
D Brevis,Rasikh Salam,6,4,4,150.0,1.5
D Brevis,Ravi Bishnoi,11,8,9,137.5,1.2222222222222223
D Brevis,SH Johnson,8,3,3,266.66666666666663,2.6666666666666665
D Brevis,SN Thakur,1,2,3,50.0,0.3333333333333333
D Brevis,SP Narine,34,21,21,161.9047619047619,1.619047619047619
D Brevis,Suryansh Shedge,5,6,6,83.33333333333334,0.8333333333333334
D Brevis,TA Boult,0,1,1,0.0,0.0
D Brevis,UT Yadav,8,5,5,160.0,1.6
D Brevis,VG Arora,42,14,15,300.0,2.8
D Brevis,YS Chahal,11,6,6,183.33333333333331,1.8333333333333333
D Brevis,Yudhvir Singh,14,6,6,233.33333333333334,2.3333333333333335
D Brevis,Zeeshan Ansari,9,6,6,150.0,1.5
D Ferreira,Ashok Sharma,1,2,2,50.0,0.5
D Ferreira,E Malinga,3,5,5,60.0,0.6
D Ferreira,HV Patel,2,2,2,100.0,1.0
D Ferreira,Harsh Dubey,16,8,8,200.0,2.0
D Ferreira,I Sharma,1,2,2,50.0,0.5
D Ferreira,K Rabada,0,1,1,0.0,0.0
D Ferreira,KK Ahmed,1,2,2,50.0,0.5
D Ferreira,Kuldeep Yadav,0,1,1,0.0,0.0
D Ferreira,M Prasidh Krishna,0,1,1,0.0,0.0
D Ferreira,NT Ellis,4,3,3,133.33333333333331,1.3333333333333333
D Ferreira,Nithish Kumar Reddy,8,6,6,133.33333333333331,1.3333333333333333
D Ferreira,PP Hinge,11,6,7,183.33333333333331,1.5714285714285714
D Ferreira,RD Chahar,1,3,3,33.33333333333333,0.3333333333333333
D Ferreira,Sakib Hussain,7,7,7,100.0,1.0
D Ferreira,Shivang Kumar,24,12,12,200.0,2.0
D Kalyankrishna,Gagandeep Singh,1,1,1,100.0,1.0
D Kalyankrishna,IK Pathan,0,1,1,0.0,0.0
D Kalyankrishna,S Sreesanth,1,3,3,33.33333333333333,0.3333333333333333
D Kalyankrishna,VRV Singh,1,3,3,33.33333333333333,0.3333333333333333
D Padikkal,A Badoni,1,1,1,100.0,1.0
D Padikkal,A Kamboj,2,2,2,100.0,1.0
D Padikkal,A Nortje,17,11,12,154.54545454545453,1.4166666666666667
D Padikkal,AD Russell,8,4,4,200.0,2.0
D Padikkal,AK Markram,0,3,3,0.0,0.0
D Padikkal,AR Patel,40,24,25,166.66666666666669,1.6
D Padikkal,AS Joseph,5,2,2,250.0,2.5
D Padikkal,AS Roy,2,4,4,50.0,0.5
D Padikkal,Abhishek Sharma,10,5,5,200.0,2.0
D Padikkal,Akash Deep,5,7,7,71.42857142857143,0.7142857142857143
D Padikkal,Akash Singh,4,4,4,100.0,1.0
D Padikkal,Arshad Khan,5,3,4,166.66666666666669,1.25
D Padikkal,Arshdeep Singh,58,37,40,156.75675675675674,1.45
D Padikkal,Avesh Khan,3,10,10,30.0,0.3
D Padikkal,B Kumar,15,23,25,65.21739130434783,0.6
D Padikkal,C Sakariya,30,23,25,130.43478260869566,1.2
D Padikkal,CH Morris,14,8,8,175.0,1.75
D Padikkal,CV Varun,24,24,24,100.0,1.0
D Padikkal,DA Payne,17,5,5,340.0,3.4
D Padikkal,DJ Bravo,9,12,12,75.0,0.75
D Padikkal,DJ Willey,20,17,17,117.64705882352942,1.1764705882352942
D Padikkal,DL Chahar,62,34,37,182.35294117647058,1.6756756756756757
D Padikkal,DR Sams,21,15,17,140.0,1.2352941176470589
D Padikkal,DS Rathi,4,4,4,100.0,1.0
D Padikkal,E Malinga,5,2,2,250.0,2.5
D Padikkal,Fazalhaq Farooqi,0,2,2,0.0,0.0
D Padikkal,GJ Maxwell,13,16,16,81.25,0.8125
D Padikkal,HH Pandya,17,27,28,62.96296296296296,0.6071428571428571
D Padikkal,HR Shokeen,0,2,2,0.0,0.0
D Padikkal,HV Patel,16,13,14,123.07692307692308,1.1428571428571428
D Padikkal,Harbhajan Singh,7,12,13,58.333333333333336,0.5384615384615384
D Padikkal,Harpreet Brar,15,15,15,100.0,1.0
D Padikkal,Harsh Dubey,17,7,7,242.85714285714283,2.4285714285714284
D Padikkal,I Sharma,15,13,15,115.38461538461537,1.0
D Padikkal,J Little,9,7,7,128.57142857142858,1.2857142857142858
D Padikkal,J Overton,8,5,5,160.0,1.6
D Padikkal,JC Archer,32,29,30,110.34482758620689,1.0666666666666667
D Padikkal,JD Unadkat,31,17,17,182.35294117647058,1.8235294117647058
D Padikkal,JJ Bumrah,16,23,23,69.56521739130434,0.6956521739130435
D Padikkal,JL Pattinson,31,17,17,182.35294117647058,1.8235294117647058
D Padikkal,JO Holder,27,25,27,108.0,1.0
D Padikkal,JR Hazlewood,23,16,17,143.75,1.3529411764705883
D Padikkal,K Gowtham,0,1,1,0.0,0.0
D Padikkal,K Kartikeya,2,4,4,50.0,0.5
D Padikkal,K Rabada,57,33,34,172.72727272727272,1.6764705882352942
D Padikkal,KA Pollard,6,3,3,200.0,2.0
