batter,bowler,runs,balls,dismissals,strike_rate,average
TM Dilshan,AB Dinda,22,21,21,104.76190476190477,1.0476190476190477
TM Dilshan,AC Thomas,9,11,12,81.81818181818183,0.75
TM Dilshan,AD Mascarenhas,6,7,7,85.71428571428571,0.8571428571428571
TM Dilshan,AD Mathews,10,11,11,90.9090909090909,0.9090909090909091
TM Dilshan,AG Murtaza,10,10,10,100.0,1.0
TM Dilshan,AJ Finch,1,1,1,100.0,1.0
TM Dilshan,AS Raut,0,1,1,0.0,0.0
TM Dilshan,Anand Rajan,8,7,8,114.28571428571428,1.0
TM Dilshan,B Akhil,9,7,7,128.57142857142858,1.2857142857142858
TM Dilshan,B Kumar,11,23,25,47.82608695652174,0.44
TM Dilshan,B Lee,0,2,2,0.0,0.0
TM Dilshan,BJ Hodge,2,3,4,66.66666666666666,0.5
TM Dilshan,DE Bollinger,0,1,1,0.0,0.0
TM Dilshan,DP Vijaykumar,7,3,3,233.33333333333334,2.3333333333333335
TM Dilshan,DR Smith,15,12,12,125.0,1.25
TM Dilshan,DS Kulkarni,0,4,5,0.0,0.0
TM Dilshan,DW Steyn,13,23,24,56.52173913043478,0.5416666666666666
TM Dilshan,FH Edwards,18,8,10,225.0,1.8
TM Dilshan,GB Hogg,20,15,16,133.33333333333331,1.25
TM Dilshan,GH Vihari,3,2,2,150.0,1.5
TM Dilshan,Harbhajan Singh,41,34,36,120.58823529411764,1.1388888888888888
TM Dilshan,Harmeet Singh,13,12,12,108.33333333333333,1.0833333333333333
TM Dilshan,I Sharma,18,16,17,112.5,1.0588235294117647
TM Dilshan,IC Pandey,10,4,4,250.0,2.5
TM Dilshan,IK Pathan,10,5,5,200.0,2.0
TM Dilshan,Iqbal Abdulla,4,4,4,100.0,1.0
TM Dilshan,J Botha,25,21,22,119.04761904761905,1.1363636363636365
TM Dilshan,JA Morkel,16,13,14,123.07692307692308,1.1428571428571428
TM Dilshan,JD Unadkat,4,4,4,100.0,1.0
TM Dilshan,JE Taylor,12,10,10,120.0,1.2
TM Dilshan,JEC Franklin,2,2,2,100.0,1.0
TM Dilshan,JH Kallis,8,4,6,200.0,1.3333333333333333
TM Dilshan,JM Kemp,0,1,1,0.0,0.0
TM Dilshan,JP Duminy,5,10,11,50.0,0.45454545454545453
TM Dilshan,JP Faulkner,10,10,10,100.0,1.0
TM Dilshan,JR Hopes,0,2,2,0.0,0.0
TM Dilshan,Joginder Sharma,11,9,9,122.22222222222223,1.2222222222222223
TM Dilshan,K Upadhyay,16,7,7,228.57142857142856,2.2857142857142856
TM Dilshan,KA Pollard,26,27,29,96.29629629629629,0.896551724137931
TM Dilshan,KK Cooper,16,12,13,133.33333333333331,1.2307692307692308
TM Dilshan,KP Appanna,10,12,12,83.33333333333334,0.8333333333333334
TM Dilshan,Kamran Khan,2,2,2,100.0,1.0
TM Dilshan,L Balaji,20,19,20,105.26315789473684,1.0
TM Dilshan,LJ Wright,4,5,6,80.0,0.6666666666666666
TM Dilshan,M Kartik,8,12,12,66.66666666666666,0.6666666666666666
TM Dilshan,M Muralitharan,11,11,11,100.0,1.0
TM Dilshan,MC Henriques,7,7,7,100.0,1.0
TM Dilshan,MG Johnson,6,11,11,54.54545454545454,0.5454545454545454
TM Dilshan,MK Tiwary,1,1,1,100.0,1.0
TM Dilshan,MM Patel,26,39,40,66.66666666666666,0.65
TM Dilshan,MR Marsh,7,6,6,116.66666666666667,1.1666666666666667
TM Dilshan,MS Gony,9,5,6,180.0,1.5
TM Dilshan,P Kumar,8,5,5,160.0,1.6
TM Dilshan,P Parameswaran,2,3,3,66.66666666666666,0.6666666666666666
TM Dilshan,PP Chawla,0,5,5,0.0,0.0
TM Dilshan,PP Ojha,22,23,23,95.65217391304348,0.9565217391304348
TM Dilshan,Pankaj Singh,38,22,22,172.72727272727272,1.7272727272727273
TM Dilshan,R Ashwin,3,3,3,100.0,1.0
TM Dilshan,R Bhatia,3,5,5,60.0,0.6
TM Dilshan,R McLaren,0,1,1,0.0,0.0
TM Dilshan,R Sharma,15,15,16,100.0,0.9375
TM Dilshan,R Vinay Kumar,19,11,11,172.72727272727272,1.7272727272727273
TM Dilshan,RA Jadeja,18,16,16,112.5,1.125
TM Dilshan,RG Sharma,13,13,14,100.0,0.9285714285714286
TM Dilshan,RJ Harris,10,6,6,166.66666666666669,1.6666666666666667
TM Dilshan,RP Singh,38,43,48,88.37209302325581,0.7916666666666666
TM Dilshan,RR Powar,29,15,15,193.33333333333334,1.9333333333333333
TM Dilshan,RR Raje,8,2,2,400.0,4.0
TM Dilshan,S Dhawan,10,5,5,200.0,2.0
TM Dilshan,S Sreesanth,14,15,16,93.33333333333333,0.875
TM Dilshan,S Tyagi,8,7,7,114.28571428571428,1.1428571428571428
TM Dilshan,SB Jakati,4,5,5,80.0,0.8
TM Dilshan,SC Ganguly,6,5,5,120.0,1.2
TM Dilshan,SK Trivedi,54,32,32,168.75,1.6875
TM Dilshan,SK Warne,21,21,21,100.0,1.0
TM Dilshan,SL Malinga,61,48,51,127.08333333333333,1.196078431372549
TM Dilshan,SR Watson,14,13,14,107.6923076923077,1.0
TM Dilshan,ST Jayasuriya,2,2,2,100.0,1.0
TM Dilshan,SW Tait,6,4,4,150.0,1.5
TM Dilshan,Shakib Al Hasan,7,4,4,175.0,1.75
TM Dilshan,Shoaib Ahmed,28,13,13,215.3846153846154,2.1538461538461537
TM Dilshan,Shoaib Akhtar,4,3,3,133.33333333333331,1.3333333333333333
TM Dilshan,V Pratap Singh,17,10,10,170.0,1.7
TM Dilshan,VR Aaron,0,2,2,0.0,0.0
TM Dilshan,VRV Singh,8,4,4,200.0,2.0
TM Dilshan,WPUJC Vaas,11,7,7,157.14285714285714,1.5714285714285714
TM Dilshan,Y Venugopal Rao,11,6,7,183.33333333333331,1.5714285714285714
TM Dilshan,YK Pathan,13,15,15,86.66666666666667,0.8666666666666667
TM Dilshan,Z Khan,7,5,5,140.0,1.4
TM Head,A Badoni,8,3,3,266.66666666666663,2.6666666666666665
TM Head,A Kamboj,34,22,22,154.54545454545453,1.5454545454545454
TM Head,A Nehra,2,2,2,100.0,1.0
TM Head,A Nortje,29,11,11,263.6363636363636,2.6363636363636362
TM Head,A Zampa,1,1,1,100.0,1.0
TM Head,AB Dinda,1,1,1,100.0,1.0
TM Head,AD Russell,10,4,4,250.0,2.5
TM Head,AJ Tye,1,2,2,50.0,0.5
TM Head,AR Patel,3,3,3,100.0,1.0
TM Head,AS Rajpoot,16,13,13,123.07692307692308,1.2307692307692308
TM Head,Arshdeep Singh,24,20,21,120.0,1.1428571428571428
TM Head,Avesh Khan,44,18,20,244.44444444444446,2.2
TM Head,Azmatullah Omarzai,11,5,5,220.00000000000003,2.2
TM Head,B Kumar,12,8,8,150.0,1.5
TM Head,B Muzarabani,9,3,3,300.0,3.0
TM Head,BCJ Cutting,2,2,2,100.0,1.0
TM Head,Basil Thampi,15,8,8,187.5,1.875
TM Head,C de Grandhomme,5,4,4,125.0,1.25
TM Head,CR Woakes,12,7,8,171.42857142857142,1.5
TM Head,CV Varun,14,5,7,280.0,2.0
TM Head,DJ Hooda,1,2,2,50.0,0.5
TM Head,DL Chahar,24,24,24,100.0,1.0
TM Head,DS Kulkarni,1,1,1,100.0,1.0
TM Head,DS Rathi,15,11,11,136.36363636363635,1.3636363636363635
TM Head,Fazalhaq Farooqi,7,2,2,350.0,3.5
TM Head,G Coetzee,16,6,7,266.66666666666663,2.2857142857142856
TM Head,GJ Maxwell,16,9,11,177.77777777777777,1.4545454545454546
TM Head,HH Pandya,41,22,23,186.36363636363635,1.7826086956521738
TM Head,Harshit Rana,21,11,11,190.9090909090909,1.9090909090909092
TM Head,I Sharma,5,6,7,83.33333333333334,0.7142857142857143
TM Head,JA Duffy,5,6,6,83.33333333333334,0.8333333333333334
TM Head,JC Archer,22,6,7,366.66666666666663,3.142857142857143
TM Head,JD Unadkat,0,1,1,0.0,0.0
TM Head,JJ Bumrah,22,20,20,110.00000000000001,1.1
TM Head,K Gowtham,26,9,9,288.88888888888886,2.888888888888889
TM Head,K Rabada,20,12,12,166.66666666666669,1.6666666666666667
TM Head,KH Pandya,10,10,11,100.0,0.9090909090909091
TM Head,KK Ahmed,19,8,8,237.5,2.375
TM Head,KT Maphaka,25,7,7,357.14285714285717,3.5714285714285716
TM Head,KV Sharma,2,4,4,50.0,0.5
TM Head,Kartik Tyagi,10,4,5,250.0,2.0
TM Head,Kuldeep Yadav,3,5,6,60.0,0.5
TM Head,L Ngidi,5,2,2,250.0,2.5
TM Head,LH Ferguson,25,10,10,250.0,2.5
TM Head,Lalit Yadav,24,7,7,342.85714285714283,3.4285714285714284
TM Head,M Jansen,16,6,6,266.66666666666663,2.6666666666666665
TM Head,M Prasidh Krishna,4,3,3,133.33333333333331,1.3333333333333333
TM Head,M Theekshana,22,16,17,137.5,1.2941176470588236
TM Head,MA Starc,10,7,7,142.85714285714286,1.4285714285714286
TM Head,MC Henriques,10,7,7,142.85714285714286,1.4285714285714286
TM Head,MJ McClenaghan,17,7,7,242.85714285714283,2.4285714285714284
TM Head,MM Sharma,1,1,1,100.0,1.0
TM Head,MP Stoinis,4,2,3,200.0,1.3333333333333333
TM Head,Mohammed Shami,1,5,5,20.0,0.2
TM Head,Mohammed Siraj,19,12,14,158.33333333333331,1.3571428571428572
TM Head,Mukesh Kumar,34,13,14,261.53846153846155,2.4285714285714284
TM Head,N Burger,9,10,10,90.0,0.9
TM Head,N Rana,7,4,4,175.0,1.75
TM Head,N Thushara,9,7,8,128.57142857142858,1.125
TM Head,Naveen-ul-Haq,31,8,8,387.5,3.875
TM Head,Noor Ahmad,6,6,6,100.0,1.0
TM Head,PP Chawla,11,11,11,100.0,1.0
TM Head,Prince Yadav,0,1,1,0.0,0.0
TM Head,R Ashwin,9,19,19,47.368421052631575,0.47368421052631576
TM Head,R Parag,2,3,3,66.66666666666666,0.6666666666666666
TM Head,RA Jadeja,9,7,7,128.57142857142858,1.2857142857142858
TM Head,RJW Topley,21,7,8,300.0,2.625
TM Head,RP Singh,3,5,5,60.0,0.6
TM Head,Rashid Khan,17,12,12,141.66666666666669,1.4166666666666667
TM Head,Ravi Bishnoi,28,13,13,215.3846153846154,2.1538461538461537
TM Head,S Kaushik,7,2,2,350.0,3.5
TM Head,S Nadeem,2,2,2,100.0,1.0
TM Head,SL Malinga,1,2,2,50.0,0.5
TM Head,SN Thakur,10,7,9,142.85714285714286,1.1111111111111112
TM Head,SP Narine,19,19,19,100.0,1.0
TM Head,Sandeep Sharma,36,29,31,124.13793103448276,1.1612903225806452
TM Head,Shashank Singh,6,6,6,100.0,1.0
TM Head,TA Boult,27,25,27,108.0,1.0
TM Head,TG Southee,0,3,3,0.0,0.0
TM Head,TU Deshpande,25,13,14,192.30769230769232,1.7857142857142858
TM Head,UT Yadav,26,11,11,236.36363636363637,2.3636363636363638
TM Head,VG Arora,49,22,23,222.72727272727272,2.130434782608696
TM Head,Vijaykumar Vyshak,17,7,7,242.85714285714283,2.4285714285714284
TM Head,WG Jacks,29,19,21,152.63157894736844,1.380952380952381
TM Head,XC Bartlett,14,6,6,233.33333333333334,2.3333333333333335
TM Head,YS Chahal,50,25,25,200.0,2.0
TM Head,Yash Dayal,27,13,15,207.6923076923077,1.8
TM Head,Yash Thakur,3,3,4,100.0,0.75
TM Srivastava,GD McGrath,2,3,3,66.66666666666666,0.6666666666666666
TM Srivastava,P Kumar,0,1,1,0.0,0.0
TM Srivastava,Umar Gul,1,1,1,100.0,1.0
TM Srivastava,VY Mahesh,5,6,6,83.33333333333334,0.8333333333333334
TR Birt,A Mishra,2,1,1,200.0,2.0
TR Birt,B Akhil,1,2,2,50.0,0.5
TR Birt,DT Christian,2,7,8,28.57142857142857,0.25
TR Birt,Iqbal Abdulla,6,6,6,100.0,1.0
TR Birt,P Kumar,6,4,4,150.0,1.5
TR Birt,P Parameswaran,9,4,4,225.0,2.25
TR Birt,PP Chawla,4,4,4,100.0,1.0
TR Birt,R Vinay Kumar,26,11,11,236.36363636363637,2.3636363636363638
TR Birt,RA Jadeja,4,3,3,133.33333333333331,1.3333333333333333
TR Birt,RJ Harris,6,3,3,200.0,2.0
TR Birt,RR Powar,1,4,4,25.0,0.25
TR Birt,S Sreesanth,6,4,4,150.0,1.5
TR Birt,YK Pathan,2,5,5,40.0,0.4
TS Mills,B Kumar,6,3,3,200.0,2.0
TS Mills,C de Grandhomme,1,4,4,25.0,0.25
TS Mills,CH Morris,0,3,3,0.0,0.0
TS Mills,CR Woakes,1,1,1,100.0,1.0
TS Mills,OF Smith,0,2,2,0.0,0.0
TS Mills,PVD Chameera,0,1,1,0.0,0.0
TU Deshpande,E Malinga,9,6,6,150.0,1.5
TU Deshpande,HV Patel,0,1,2,0.0,0.0
TU Deshpande,JO Holder,13,4,4,325.0,3.25
TU Deshpande,LH Ferguson,1,2,2,50.0,0.5
TU Deshpande,M Pathirana,1,2,3,50.0,0.3333333333333333
TU Deshpande,MR Marsh,0,1,1,0.0,0.0
TU Deshpande,PJ Cummins,0,1,1,0.0,0.0
TU Deshpande,PP Hinge,15,4,4,375.0,3.75
TU Deshpande,R Sai Kishore,3,3,3,100.0,1.0
TU Deshpande,SH Johnson,2,1,1,200.0,2.0
TU Deshpande,Sakib Hussain,1,1,1,100.0,1.0
TU Deshpande,Sandeep Sharma,2,2,2,100.0,1.0
TU Deshpande,T Natarajan,5,3,3,166.66666666666669,1.6666666666666667
TU Deshpande,Yash Dayal,1,2,2,50.0,0.5
Tanush Kotian,Arshdeep Singh,10,7,8,142.85714285714286,1.25
Tanush Kotian,HV Patel,5,4,4,125.0,1.25
Tanush Kotian,K Rabada,6,7,7,85.71428571428571,0.8571428571428571
Tanush Kotian,LS Livingstone,1,7,7,14.285714285714285,0.14285714285714285
Tanush Kotian,SM Curran,2,6,6,33.33333333333333,0.3333333333333333
Tilak Varma,A Badoni,2,2,2,100.0,1.0
Tilak Varma,A Nortje,10,9,9,111.11111111111111,1.1111111111111112
Tilak Varma,AD Russell,27,18,19,150.0,1.4210526315789473
Tilak Varma,AR Patel,32,18,19,177.77777777777777,1.6842105263157894
Tilak Varma,AS Joseph,3,3,3,100.0,1.0
Tilak Varma,Akash Deep,31,20,20,155.0,1.55
Tilak Varma,Arshdeep Singh,41,18,19,227.77777777777777,2.1578947368421053
Tilak Varma,Avesh Khan,30,22,24,136.36363636363635,1.25
Tilak Varma,Azmatullah Omarzai,10,7,7,142.85714285714286,1.4285714285714286
Tilak Varma,B Kumar,19,11,13,172.72727272727272,1.4615384615384615
Tilak Varma,B Muzarabani,1,1,1,100.0,1.0
Tilak Varma,CV Varun,32,21,22,152.38095238095238,1.4545454545454546
Tilak Varma,D Pretorius,13,9,11,144.44444444444443,1.1818181818181819
Tilak Varma,DJ Bravo,17,14,16,121.42857142857142,1.0625
Tilak Varma,DJ Mitchell,7,2,2,350.0,3.5
Tilak Varma,DS Rathi,4,8,8,50.0,0.5
Tilak Varma,E Malinga,9,6,6,150.0,1.5
Tilak Varma,Fazalhaq Farooqi,7,4,4,175.0,1.75
Tilak Varma,G Coetzee,9,5,5,180.0,1.8
Tilak Varma,GJ Maxwell,12,4,5,300.0,2.4
Tilak Varma,HH Pandya,7,2,2,350.0,3.5
Tilak Varma,HV Patel,38,21,22,180.95238095238096,1.7272727272727273
Tilak Varma,Harpreet Brar,5,5,5,100.0,1.0
Tilak Varma,Harshit Rana,15,6,6,250.0,2.5
Tilak Varma,I Sharma,6,7,8,85.71428571428571,0.75
Tilak Varma,JA Richardson,5,2,2,250.0,2.5
Tilak Varma,JD Unadkat,5,2,2,250.0,2.5
Tilak Varma,JO Holder,21,16,19,131.25,1.105263157894737
Tilak Varma,JR Hazlewood,1,1,1,100.0,1.0
Tilak Varma,K Rabada,28,15,15,186.66666666666666,1.8666666666666667
Tilak Varma,KA Jamieson,2,3,3,66.66666666666666,0.6666666666666666
Tilak Varma,KH Pandya,20,16,16,125.0,1.25
Tilak Varma,KK Ahmed,13,13,13,100.0,1.0
Tilak Varma,KL Nagarkoti,9,5,5,180.0,1.8
Tilak Varma,KR Sen,9,11,11,81.81818181818183,0.8181818181818182
Tilak Varma,KV Sharma,7,7,7,100.0,1.0
Tilak Varma,Kartik Tyagi,9,8,8,112.5,1.125
Tilak Varma,Kuldeep Yadav,64,43,45,148.8372093023256,1.4222222222222223
Tilak Varma,LB Williams,5,2,3,250.0,1.6666666666666667
Tilak Varma,LH Ferguson,5,5,5,100.0,1.0
Tilak Varma,LS Livingstone,10,4,4,250.0,2.5
Tilak Varma,Lalit Yadav,11,13,13,84.61538461538461,0.8461538461538461
Tilak Varma,M Jansen,15,6,6,250.0,2.5
Tilak Varma,M Markande,37,22,24,168.1818181818182,1.5416666666666667
Tilak Varma,M Pathirana,10,7,7,142.85714285714286,1.4285714285714286
Tilak Varma,M Prasidh Krishna,8,10,10,80.0,0.8
Tilak Varma,M Theekshana,26,19,19,136.8421052631579,1.368421052631579
Tilak Varma,MA Starc,4,2,2,200.0,2.0
Tilak Varma,MG Bracewell,8,7,7,114.28571428571428,1.1428571428571428
Tilak Varma,MJ Santner,12,7,7,171.42857142857142,1.7142857142857142
Tilak Varma,MM Ali,3,5,5,60.0,0.6
Tilak Varma,MM Sharma,25,14,14,178.57142857142858,1.7857142857142858
Tilak Varma,MP Stoinis,20,15,15,133.33333333333331,1.3333333333333333
Tilak Varma,Mohammed Shami,31,9,9,344.44444444444446,3.4444444444444446
Tilak Varma,Mohammed Siraj,25,15,20,166.66666666666669,1.25
Tilak Varma,Mohsin Khan,6,9,9,66.66666666666666,0.6666666666666666
Tilak Varma,Mukesh Choudhary,9,9,10,100.0,0.9
Tilak Varma,Mukesh Kumar,26,15,15,173.33333333333334,1.7333333333333334
Tilak Varma,Mustafizur Rahman,2,4,4,50.0,0.5
Tilak Varma,N Burger,2,2,2,100.0,1.0
Tilak Varma,NT Ellis,2,1,1,200.0,2.0
Tilak Varma,Navdeep Saini,12,4,4,300.0,3.0
Tilak Varma,Naveen-ul-Haq,9,8,11,112.5,0.8181818181818182
Tilak Varma,Nithish Kumar Reddy,10,9,9,111.11111111111111,1.1111111111111112
Tilak Varma,Noor Ahmad,5,6,7,83.33333333333334,0.7142857142857143
Tilak Varma,OF Smith,9,6,7,150.0,1.2857142857142858
Tilak Varma,PJ Cummins,34,24,25,141.66666666666669,1.36
Tilak Varma,PJ Sangwan,8,6,6,133.33333333333331,1.3333333333333333
Tilak Varma,PVD Chameera,8,7,8,114.28571428571428,1.0
Tilak Varma,Prince Yadav,5,3,3,166.66666666666669,1.6666666666666667
Tilak Varma,R Ashwin,60,48,50,125.0,1.2
Tilak Varma,R Parag,7,3,3,233.33333333333334,2.3333333333333335
Tilak Varma,R Sai Kishore,16,14,16,114.28571428571428,1.0
Tilak Varma,RA Jadeja,49,37,37,132.43243243243242,1.3243243243243243
Tilak Varma,RD Chahar,3,3,3,100.0,1.0
Tilak Varma,Rashid Khan,26,25,26,104.0,1.0
Tilak Varma,Rasikh Salam,10,10,10,100.0,1.0
Tilak Varma,Ravi Bishnoi,54,32,33,168.75,1.6363636363636365
Tilak Varma,SH Johnson,6,2,2,300.0,3.0
Tilak Varma,SM Curran,5,5,5,100.0,1.0
Tilak Varma,SN Thakur,8,9,10,88.88888888888889,0.8
Tilak Varma,SP Narine,14,13,13,107.6923076923077,1.0769230769230769
Tilak Varma,Sandeep Sharma,11,10,11,110.00000000000001,1.0
Tilak Varma,Shahbaz Ahmed,25,10,10,250.0,2.5
Tilak Varma,Simarjeet Singh,6,10,10,60.0,0.6
Tilak Varma,Suyash Sharma,23,22,23,104.54545454545455,1.0
Tilak Varma,T Natarajan,11,9,9,122.22222222222223,1.2222222222222223
Tilak Varma,TA Boult,34,28,33,121.42857142857142,1.0303030303030303
Tilak Varma,TU Deshpande,12,6,6,200.0,2.0
Tilak Varma,UT Yadav,2,3,3,66.66666666666666,0.6666666666666666
Tilak Varma,Umran Malik,7,8,9,87.5,0.7777777777777778
Tilak Varma,V Nigam,24,16,16,150.0,1.5
Tilak Varma,VG Arora,22,9,9,244.44444444444446,2.4444444444444446
Tilak Varma,Vijaykumar Vyshak,24,15,15,160.0,1.6
Tilak Varma,Washington Sundar,3,3,3,100.0,1.0
Tilak Varma,YS Chahal,72,44,45,163.63636363636365,1.6
Tilak Varma,Yash Dayal,18,9,9,200.0,2.0
Tilak Varma,Yash Thakur,3,5,5,60.0,0.6
Tilak Varma,Zeeshan Ansari,5,2,2,250.0,2.5
U Kaul,L Balaji,0,1,1,0.0,0.0
UA Birla,Iqbal Abdulla,0,1,1,0.0,0.0
UA Birla,JH Kallis,1,2,2,50.0,0.5
UA Birla,L Balaji,2,6,7,33.33333333333333,0.2857142857142857
UA Birla,SP Narine,4,5,5,80.0,0.8
UBT Chand,A Mishra,12,7,8,171.42857142857142,1.5
UBT Chand,A Singh,0,6,6,0.0,0.0
UBT Chand,AB Dinda,5,7,7,71.42857142857143,0.7142857142857143
UBT Chand,AN Ahmed,1,1,1,100.0,1.0
UBT Chand,Ankit Sharma,6,3,3,200.0,2.0
UBT Chand,Azhar Mahmood,3,9,9,33.33333333333333,0.3333333333333333
UBT Chand,B Kumar,0,2,2,0.0,0.0
UBT Chand,B Lee,4,9,9,44.44444444444444,0.4444444444444444
UBT Chand,CH Gayle,1,1,1,100.0,1.0
UBT Chand,D Wiese,20,9,10,222.22222222222223,2.0
UBT Chand,DJ Hooda,2,3,3,66.66666666666666,0.6666666666666666
UBT Chand,DJ Muthuswami,2,3,3,66.66666666666666,0.6666666666666666
UBT Chand,DJG Sammy,1,1,1,100.0,1.0
UBT Chand,DS Kulkarni,1,4,4,25.0,0.25
UBT Chand,DW Steyn,8,5,5,160.0,1.6
UBT Chand,Harbhajan Singh,0,1,1,0.0,0.0
UBT Chand,I Sharma,5,6,7,83.33333333333334,0.7142857142857143
UBT Chand,Iqbal Abdulla,19,10,12,190.0,1.5833333333333333
UBT Chand,J Syed Mohammad,6,2,2,300.0,3.0
UBT Chand,JD Unadkat,6,7,8,85.71428571428571,0.75
UBT Chand,JH Kallis,16,10,10,160.0,1.6
UBT Chand,JJ Bumrah,1,4,4,25.0,0.25
UBT Chand,JO Holder,1,2,2,50.0,0.5
UBT Chand,JP Faulkner,0,1,1,0.0,0.0
UBT Chand,K Santokie,1,2,3,50.0,0.3333333333333333
UBT Chand,KV Sharma,1,3,3,33.33333333333333,0.3333333333333333
UBT Chand,L Balaji,6,7,7,85.71428571428571,0.8571428571428571
UBT Chand,LJ Wright,2,2,3,100.0,0.6666666666666666
UBT Chand,M Kartik,12,12,12,100.0,1.0
UBT Chand,MC Henriques,7,3,3,233.33333333333334,2.3333333333333335
UBT Chand,MM Sharma,15,13,15,115.38461538461537,1.0
UBT Chand,NLTC Perera,4,9,9,44.44444444444444,0.4444444444444444
UBT Chand,P Awana,6,6,6,100.0,1.0
UBT Chand,P Kumar,15,16,16,93.75,0.9375
UBT Chand,PP Chawla,1,1,1,100.0,1.0
UBT Chand,PP Ojha,0,3,3,0.0,0.0
UBT Chand,PV Tambe,5,4,4,125.0,1.25
UBT Chand,R Bhatia,7,4,4,175.0,1.75
UBT Chand,R Rampaul,1,1,1,100.0,1.0
UBT Chand,R Sharma,7,5,5,140.0,1.4
UBT Chand,R Vinay Kumar,15,13,13,115.38461538461537,1.1538461538461537
UBT Chand,RJ Harris,1,2,2,50.0,0.5
UBT Chand,S Badree,14,10,11,140.0,1.2727272727272727
UBT Chand,S Nadeem,2,3,5,66.66666666666666,0.4
UBT Chand,S Sreesanth,9,9,9,100.0,1.0
UBT Chand,SK Trivedi,2,2,2,100.0,1.0
UBT Chand,SK Warne,0,1,1,0.0,0.0
UBT Chand,SL Malinga,0,2,2,0.0,0.0
UBT Chand,SP Narine,4,10,10,40.0,0.4
UBT Chand,SR Watson,4,5,5,80.0,0.8
UBT Chand,STR Binny,3,3,3,100.0,1.0
UBT Chand,SW Tait,0,1,1,0.0,0.0
UBT Chand,Sandeep Sharma,0,1,1,0.0,0.0
UBT Chand,TG Southee,4,8,8,50.0,0.5
UBT Chand,TM Dilshan,1,1,2,100.0,0.5
UBT Chand,VR Aaron,0,1,1,0.0,0.0
UBT Chand,YS Chahal,18,16,16,112.5,1.125
UBT Chand,Yuvraj Singh,3,3,3,100.0,1.0
UBT Chand,Z Khan,10,5,5,200.0,2.0
UT Khawaja,A Mishra,1,6,6,16.666666666666664,0.16666666666666666
UT Khawaja,A Nehra,9,5,5,180.0,1.8
UT Khawaja,AD Russell,10,5,5,200.0,2.0
UT Khawaja,AR Patel,2,2,2,100.0,1.0
UT Khawaja,B Kumar,2,3,3,66.66666666666666,0.6666666666666666
UT Khawaja,CH Morris,0,3,3,0.0,0.0
UT Khawaja,CR Brathwaite,6,5,5,120.0,1.2
UT Khawaja,Gurkeerat Singh,5,5,5,100.0,1.0
UT Khawaja,J Yadav,15,11,11,136.36363636363635,1.3636363636363635
UT Khawaja,KJ Abbott,2,4,4,50.0,0.5
UT Khawaja,M Morkel,10,10,10,100.0,1.0
UT Khawaja,MM Sharma,10,6,7,166.66666666666669,1.4285714285714286
UT Khawaja,Mohammed Shami,8,5,5,160.0,1.6
UT Khawaja,NM Coulter-Nile,5,2,3,250.0,1.6666666666666667
UT Khawaja,Parvez Rasool,12,5,5,240.0,2.4
UT Khawaja,R Dhawan,7,6,7,116.66666666666667,1.0
UT Khawaja,STR Binny,4,1,1,400.0,4.0
UT Khawaja,Sandeep Sharma,4,6,6,66.66666666666666,0.6666666666666666
UT Khawaja,Shakib Al Hasan,1,2,2,50.0,0.5
UT Khawaja,Z Khan,14,8,10,175.0,1.4
UT Yadav,A Nehra,0,1,1,0.0,0.0
UT Yadav,A Nortje,2,4,4,50.0,0.5
UT Yadav,A Symonds,1,2,2,50.0,0.5
UT Yadav,AB Dinda,2,3,3,66.66666666666666,0.6666666666666666
UT Yadav,AD Mathews,4,3,3,133.33333333333331,1.3333333333333333
UT Yadav,AS Joseph,2,3,3,66.66666666666666,0.6666666666666666
UT Yadav,Akash Deep,10,5,5,200.0,2.0
UT Yadav,B Kumar,2,3,3,66.66666666666666,0.6666666666666666
UT Yadav,B Laughlin,0,1,1,0.0,0.0
UT Yadav,BA Stokes,2,2,2,100.0,1.0
UT Yadav,CH Morris,3,3,3,100.0,1.0
UT Yadav,DJ Bravo,4,9,10,44.44444444444444,0.4
UT Yadav,DJ Willey,1,4,4,25.0,0.25
UT Yadav,DW Steyn,3,8,9,37.5,0.3333333333333333
UT Yadav,HH Pandya,3,3,3,100.0,1.0
UT Yadav,HV Patel,2,3,3,66.66666666666666,0.6666666666666666
UT Yadav,Harbhajan Singh,0,2,3,0.0,0.0
UT Yadav,Imran Tahir,1,5,5,20.0,0.2
UT Yadav,J Little,1,1,1,100.0,1.0
UT Yadav,J Suchith,1,1,1,100.0,1.0
UT Yadav,JA Morkel,9,6,7,150.0,1.2857142857142858
UT Yadav,JD Unadkat,4,1,1,400.0,4.0
UT Yadav,JJ Bumrah,2,3,3,66.66666666666666,0.6666666666666666
UT Yadav,JP Faulkner,18,5,6,360.0,3.0
UT Yadav,KA Pollard,10,6,6,166.66666666666669,1.6666666666666667
UT Yadav,KK Ahmed,1,2,2,50.0,0.5
UT Yadav,Kuldeep Yadav,1,2,2,50.0,0.5
UT Yadav,L Balaji,2,3,3,66.66666666666666,0.6666666666666666
UT Yadav,L Ngidi,0,1,1,0.0,0.0
UT Yadav,LH Ferguson,7,4,4,175.0,1.75
UT Yadav,M Pathirana,8,5,5,160.0,1.6
UT Yadav,M Prasidh Krishna,2,3,4,66.66666666666666,0.5
UT Yadav,M Theekshana,0,1,1,0.0,0.0
UT Yadav,MG Johnson,0,1,1,0.0,0.0
